ref_number,source
5176,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5176.xlsx
5177,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5177.xlsx
5178,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5178.xlsx
5179,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5179.xlsx
5180,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5180.xlsx
5181,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5181.xlsx
5183,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5183.xlsx
5185,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5185.xlsx
5186,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5186.xlsx
5188,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5188.xlsx
5189,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5189.xlsx
5190,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5190.xlsx
5192,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5192.xlsx
5193,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5193.xlsx
5196,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5196.xlsx
5198,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5198.xlsx
5199,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5199.xlsx
5201,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5201.xlsx
5204,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5204.xlsx
5205,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5205.xlsx
5206,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5206.xlsx
5210,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5210.xlsx
5211,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5211.xlsx
5212,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5212.xlsx
5217,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5217.xlsx
5219,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5219.xlsx
5220,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5220.xlsx
5222,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5222.xlsx
5225,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5225.xlsx
5227,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5227.xlsx
5228,https://waterboards.ca.gov/water_issues/programs/tmdl/records/state_board/2020/ref5228.xlsx
5229,https://waterboards.ca.gov/water_issues/programs/tmdl/records/state_board/2020/ref5229.xlsx
5231,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5231.xlsx
5232,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5232.xlsx
5233,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5233.xlsx
5235,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5235.xlsx
5236,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5236.xlsx
5237,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5237.xlsx
5238,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5238.xlsx
5239,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5239.xlsx
5240,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5240.xlsx
5241,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5241.xlsx
5242,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5242.xlsx
5243,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5243.xlsx
5244,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5244.xlsx
5245,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5245.xlsx
5246,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5246.xlsx
5247,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5247.xlsx
5248,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5248.xlsx
5249,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5249.xlsx
5257,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5257.xlsx
5258,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5258.xlsx
5265,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5265.xlsx
5268,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5268.xlsx
5270,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5270.xlsx
5273,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5273.xlsx
5274,
5278,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5278.xlsx
5279,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5279.xlsx
5280,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5280.xlsx
5283,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5283.xlsx
5286,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5286.xlsx
5300,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5300.xlsx
5301,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5301.xlsx
5303,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5303.xlsx
5366,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5366.xlsx
5369,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5369.xlsx
5376,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5376.xlsx
5379,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5379.xlsx
5390,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5390.xlsx
5391,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5391.xlsx
5393,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5393.xlsx
5394,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5394.xlsx
5395,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5395.xlsx
5398,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5398.xlsx
5399,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5399.xlsx
5400,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5400.xlsx
5403,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5403.xlsx
5412,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5412.xlsx
5413,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5413.xlsx
5414,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5414.xlsx
5419,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5419.xlsx
5420,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5420.xlsx
5423,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5423.xlsx
5424,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5424.xlsx
5425,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5425.xlsx
5426,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5426.xlsx
5428,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5428.xlsx
5429,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5429.xlsx
5430,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5430.xlsx
5431,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5431.xlsx
5433,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5433.xlsx
5434,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5434.xlsx
5435,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5435.xlsx
5436,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5436.xlsx
5437,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5437.xlsx
5439,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5439.xlsx
5440,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5440.xlsx
5441,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5441.xlsx
5444,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5444.xlsx
5445,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5445.xlsx
5447,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5447.xlsx
5449,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5449.xlsx
5450,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5450.xlsx
5451,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5451.xlsx
5452,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5452.xlsx
5454,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5454.xlsx
5455,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5455.xlsx
5456,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5456.xlsx
5457,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5457.xlsx
5458,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5458.xlsx
5459,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5459.xlsx
5460,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5460.xlsx
5461,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5461.xlsx
5462,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5462.xlsx
5463,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5463.xlsx
5464,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5464.xlsx
5465,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5465.xlsx
5467,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5467.xlsx
5601,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5601.xlsx
5621,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2021/ref5621.xlsx
5786,
5791,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2020/ref5791.xlsx
5792,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_4/2020/ref5792.xlsx
5793,S:DWQ/DIV/WQSA/Integrated Report/References/region_2/All R2 Files/ref5793.pdf
5794,https://waterboards.ca.gov/water_issues/programs/tmdl/records/state_board/2020/ref5794.zip
5795,https://waterboards.ca.gov/water_issues/programs/tmdl/records/state_board/2020/ref5795.xlsx
5796,S:DWQ/DIV/WQSA/Integrated Report/References/region_8/All R8 Files/ref5796.pdf
5797,S:DWQ/DIV/WQSA/Integrated Report/References/region_4/All R4 Files/ref5797.pdf
5798,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_2/2020/ref5798.xlsx
5799,S:DWQ/DIV/WQSA/Integrated Report/References/state_board/All SB Files/ref5799.pdf
5800,https://waterboards.ca.gov/water_issues/programs/tmdl/records/state_board/2020/ref5800.xlsx
5801,https://waterboards.ca.gov/water_issues/programs/tmdl/records/state_board/2020/ref5801.xlsx
5802,https://waterboards.ca.gov/water_issues/programs/tmdl/records/state_board/2020/ref5802.xlsx
5803,https://waterboards.ca.gov/water_issues/programs/tmdl/records/state_board/2020/ref5803.xlsx
5807,https://waterboards.ca.gov/water_issues/programs/tmdl/records/state_board/2020/ref5807.xlsx
5808,https://waterboards.ca.gov/water_issues/programs/tmdl/records/state_board/2020/ref5808.xlsx
5815,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_8/2020/ref5815.xlsx
5820,S:DWQ/DIV/WQSA/Integrated Report/References/state_board/All SB Files/ref5820.zip
5821,S:DWQ/DIV/WQSA/Integrated Report/References/state_board/All SB Files/ref5821.pdf
5824,
5825,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5825.xlsx
5827,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5827.xlsx
5831,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5831.xlsx
5833,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5833.xlsx
5836,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5836.xlsx
5838,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5838.xlsx
5840,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5840.xlsx
5841,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5841.xlsx
5842,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5842.xlsx
5843,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5843.xlsx
5844,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5844.xlsx
5845,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5845.xlsx
5846,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5846.xlsx
5847,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5847.xlsx
5848,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5848.xlsx
5851,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5851.xlsx
5852,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5852.xlsx
5853,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5853.xlsx
5855,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5855.xlsx
5859,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5859.xlsx
5860,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5860.xlsx
5862,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5862.xlsx
5864,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5864.xlsx
5865,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5865.xlsx
5866,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5866.xlsx
5867,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5867.xlsx
5868,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5868.xlsx
5869,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5869.xlsx
5870,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5870.xlsx
5871,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5871.xlsx
5873,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5873.xlsx
5875,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5875.xlsx
5880,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5880.xlsx
5882,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5882.xlsx
5885,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5885.xlsx
5886,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5886.xlsx
5887,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5887.xlsx
5888,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5888.xlsx
5889,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5889.xlsx
5890,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5890.xlsx
5891,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5891.xlsx
5893,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5893.xlsx
5897,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_1/2022/ref5897.xlsx
6192,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6192.xlsx
6198,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6198.xlsx
6204,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6204.xlsx
6205,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6205.xlsx
6206,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6206.xlsx
6210,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6210.xlsx
6224,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6224.xlsx
6227,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6227.xlsx
6234,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6234.xlsx
6235,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6235.xlsx
6236,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6236.xlsx
6238,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6238.xlsx
6241,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6241.xlsx
6244,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6244.xlsx
6247,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6247.xlsx
6248,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6248.xlsx
6252,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6252.xlsx
6257,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6257.xlsx
6259,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6259.xlsx
6277,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6277.xlsx
6278,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6278.xlsx
6285,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6285.xlsx
6287,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6287.xlsx
6288,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6288.xlsx
6289,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6289.xlsx
6292,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6292.xlsx
6294,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6294.xlsx
6296,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6296.xlsx
6299,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6299.xlsx
6300,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_5/2022/ref6300.xlsx
6301,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6301.xlsx
6305,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6305.xlsx
6308,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6308.xlsx
6310,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6310.xlsx
6311,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6311.xlsx
6313,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6313.xlsx
6314,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6314.xlsx
6315,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6315.xlsx
6320,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6320.xlsx
6322,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6322.xlsx
6323,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6323.xlsx
6324,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6324.xlsx
6326,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6326.xlsx
6327,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6327.xlsx
6330,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6330.xlsx
6331,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6331.xlsx
6332,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6332.xlsx
6333,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6333.xlsx
6334,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6334.xlsx
6335,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6335.xlsx
6337,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6337.xlsx
6338,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6338.xlsx
6339,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6339.xlsx
6341,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6341.xlsx
6342,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6342.xlsx
6343,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6343.xlsx
6344,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6344.xlsx
6346,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6346.xlsx
6347,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_6/2022/ref6347.xlsx
6357,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6357.xlsx
6359,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6359.xlsx
6365,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6365.xlsx
6369,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6369.xlsx
6370,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6370.xlsx
6372,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6372.xlsx
6373,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6373.xlsx
6377,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6377.xlsx
6378,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6378.xlsx
6379,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6379.xlsx
6380,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6380.xlsx
6381,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6381.xlsx
6382,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_7/2022/ref6382.xlsx
6475,https://waterboards.ca.gov/water_issues/programs/tmdl/records/region_9/2022/ref6475.xlsx
6541,https://waterboards.ca.gov/water_issues/programs/tmdl/records/state_board/2023/ref6541.pdf
6566,
6572,
6573,
6574,
6575,
6576,
6577,
6578,
6624,
6627,
6628,S:DWQ/DIV/WQSA/Integrated Report/References/state_board/All SB Files/ref6628.csv
6631,
6632,
6633,
6634,
6635,
6636,
6637,
6638,
6639,
6640,
6641,
6773,
6775,
6780,
6784,
6785,
6786,
6787,
6788,
6790,
6793,
6794,
6795,
6797,
6798,
6799,
6800,
6801,
6802,
6805,
6806,
6809,
6811,
6812,
6813,
6815,
6816,
6817,
6818,
6819,
6820,
6821,
6823,
6824,
6825,
6826,
6828,
6829,
6831,
6832,
6833,
6834,
6835,
6836,
6837,
6838,
6839,
6840,
6842,
6844,
6891,
7005,
7006,
7008,
7012,
7017,
7026,
7030,
7031,
7032,
7039,
7043,
7044,
7045,
7047,
7049,
7054,
7060,
7061,
7062,
7063,
7065,
7066,
7067,
7068,
7069,
7071,
7072,
7073,
7077,
7084,
7085,
7086,
7087,
7088,
7089,
7090,
7092,
7095,
7097,
7099,
7100,
7101,
7102,
7104,
7105,
7107,
7108,
7109,
7113,
7114,
7213,
7228,
7229,
7238,
7244,
7246,
7247,
7248,
7249,
7251,
7252,
7253,
7254,
7255,
7259,
7260,
7261,
7265,
7266,
7268,
7269,
7271,
7272,
7275,
7276,
7277,
7278,
7279,
7280,
7281,
7282,
7283,
7290,
7291,
7293,
7294,
7298,
7300,
7301,
7302,
7303,
7304,
7306,
7307,
7308,
7310,
7312,
7313,
7317,
7319,
7320,
7321,
7322,
7323,
7324,
7326,
7327,
7328,
7329,
7330,
7332,
7333,
7334,
7335,
7338,
7342,
7360,
7374,
7375,
7376,
7377,
7387,
7398,
7498,
7499,
7500,
7512,
7513,
7531,
7532,
7533,
